camera_id,roi_id,date,time,red,green,blue,gcc
"PiCam_014_20210820_20220724","1","2021-8-20","00:00:08","   0.00136998","     0.893450","   0.00302329","     0.995107"
"PiCam_014_20210820_20220724","1","2021-8-20","05:00:06","   0.00448045","     0.182269","   0.00373630","     0.956864"
"PiCam_014_20210820_20220724","1","2021-8-20","10:00:06","      56.2979","      57.4749","      43.4316","     0.365606"
"PiCam_014_20210820_20220724","1","2021-8-20","15:00:09","      80.2870","      93.1864","      85.8621","     0.359328"
"PiCam_014_20210820_20220724","1","2021-8-20","20:00:09","      58.8802","      57.4612","      36.8503","     0.375093"
"PiCam_014_20210820_20220724","1","2021-8-21","00:00:07","   0.00134507","     0.897912","   0.00307000","     0.995107"
"PiCam_014_20210820_20220724","1","2021-8-21","05:00:05","    0.0116697","      1.02516","     0.121642","     0.884925"
"PiCam_014_20210820_20220724","1","2021-8-21","10:00:08","      37.9831","      42.9433","      34.2937","     0.372707"
"PiCam_014_20210820_20220724","1","2021-8-21","15:00:06","      69.1986","      81.3018","      73.3441","     0.363206"
"PiCam_014_20210820_20220724","1","2021-8-21","20:00:04","      64.8322","      61.9264","      38.7043","     0.374262"
"PiCam_014_20210820_20220724","1","2021-8-22","00:00:08","   0.00158482","    0.0118597","   0.00209856","     0.763021"
"PiCam_014_20210820_20220724","1","2021-8-22","05:00:06","   0.00694330","     0.548963","    0.0139582","     0.963322"
"PiCam_014_20210820_20220724","1","2021-8-22","10:00:06","      49.7742","      47.6960","      33.3185","     0.364680"
"PiCam_014_20210820_20220724","1","2021-8-22","15:00:04","      79.0753","      74.9787","      49.5798","     0.368203"
"PiCam_014_20210820_20220724","1","2021-8-23","05:00:07","      4.57358","      4.58488","      5.87907","     0.304896"
"PiCam_014_20210820_20220724","1","2021-8-23","10:00:06","      40.8078","      45.6404","      40.2537","     0.360218"
"PiCam_014_20210820_20220724","1","2021-8-23","15:00:08","      62.0880","      72.2395","      62.4039","     0.367199"
"PiCam_014_20210820_20220724","1","2021-8-23","20:00:06","      49.1882","      48.5374","      32.8583","     0.371695"
"PiCam_014_20210820_20220724","1","2021-8-24","00:00:04","   0.00168756","    0.0306595","  0.000700557","     0.927737"
"PiCam_014_20210820_20220724","1","2021-8-24","05:00:07","   0.00418777","     0.129233","  0.000719239","     0.963419"
"PiCam_014_20210820_20220724","1","2021-8-24","10:00:06","      56.6201","      55.1223","      36.7803","     0.371137"
"PiCam_014_20210820_20220724","1","2021-8-24","15:00:08","      74.6681","      70.2013","      47.8959","     0.364180"
"PiCam_014_20210820_20220724","1","2021-8-24","20:00:07","      50.0927","      49.8051","      35.3310","     0.368303"
"PiCam_014_20210820_20220724","1","2021-8-25","00:00:07","   0.00121119","    0.0144470","   0.00205185","     0.815752"
"PiCam_014_20210820_20220724","1","2021-8-25","05:00:05","   0.00920999","    0.0132047","   0.00951823","     0.413514"
"PiCam_014_20210820_20220724","1","2021-8-25","10:00:04","      61.7281","      58.5160","      39.7916","     0.365644"
"PiCam_014_20210820_20220724","1","2021-8-25","15:00:08","      79.6880","      92.1016","      80.0491","     0.365717"
"PiCam_014_20210820_20220724","1","2021-8-25","20:00:07","      45.3613","      44.3240","      29.1085","     0.373117"
"PiCam_014_20210820_20220724","1","2021-8-26","00:00:06","   0.00174984","     0.890069","   0.00349344","     0.994144"
"PiCam_014_20210820_20220724","1","2021-8-26","05:00:05","   0.00112089","     0.944946","   0.00507203","     0.993489"
"PiCam_014_20210820_20220724","1","2021-8-26","10:00:04","      62.2594","      56.9134","      35.8108","     0.367222"
"PiCam_014_20210820_20220724","1","2021-8-26","15:00:08","      91.0307","      107.385","      95.5091","     0.365348"
"PiCam_014_20210820_20220724","1","2021-8-26","20:00:08","      162.074","      143.585","      74.4560","     0.377741"
"PiCam_014_20210820_20220724","1","2021-8-27","00:00:07","   0.00147273","     0.870179","   0.00259984","     0.995342"
"PiCam_014_20210820_20220724","1","2021-8-27","05:00:05","     0.123074","     0.126437","    0.0808225","     0.382755"
"PiCam_014_20210820_20220724","1","2021-8-27","10:00:06","      47.6357","      51.9652","      45.4483","     0.358259"
"PiCam_014_20210820_20220724","1","2021-8-27","15:00:09","      77.9398","      90.4182","      80.6058","     0.363178"
"PiCam_014_20210820_20220724","1","2021-8-27","20:00:08","      44.6123","      42.3723","      29.5965","     0.363458"
"PiCam_014_20210820_20220724","1","2021-8-28","00:00:06","   0.00218885","     0.843991","   0.00306688","     0.993811"
"PiCam_014_20210820_20220724","1","2021-8-28","05:00:05","  0.000709898","     0.935272","   0.00330974","     0.995721"
"PiCam_014_20210820_20220724","1","2021-8-28","10:00:08","      33.2612","      41.1691","      33.9202","     0.379962"
"PiCam_014_20210820_20220724","1","2021-8-28","15:00:07","      64.7198","      78.7186","      69.1109","     0.370355"
"PiCam_014_20210820_20220724","1","2021-8-28","20:00:05","      51.0622","      48.4853","      32.8072","     0.366328"
"PiCam_014_20210820_20220724","1","2021-8-29","00:00:08","   0.00844093","    0.0123890","   0.00787115","     0.431655"
"PiCam_014_20210820_20220724","1","2021-8-29","05:00:07","   0.00182145","     0.869833","   0.00316652","     0.994298"
"PiCam_014_20210820_20220724","1","2021-8-29","10:00:05","      48.6938","      47.6590","      29.4268","     0.378909"
"PiCam_014_20210820_20220724","1","2021-8-29","15:00:07","      39.0557","      44.7767","      37.4845","     0.369089"
"PiCam_014_20210820_20220724","1","2021-8-29","20:00:04","      47.2234","      45.6842","      30.4006","     0.370488"
"PiCam_014_20210820_20220724","1","2021-8-30","00:00:08","   0.00878654","    0.0118939","   0.00562625","     0.452125"
"PiCam_014_20210820_20220724","1","2021-8-30","05:00:07","   0.00188995","   0.00259673","   0.00607461","     0.245873"
"PiCam_014_20210820_20220724","1","2021-8-30","10:00:05","      57.1957","      54.0594","      33.6514","     0.373064"
"PiCam_014_20210820_20220724","1","2021-8-30","15:00:09","      51.5355","      46.5734","      30.2391","     0.362868"
"PiCam_014_20210820_20220724","1","2021-8-30","20:00:06","      38.7687","      38.1354","      26.1196","     0.370161"
"PiCam_014_20210820_20220724","1","2021-8-31","00:00:08","   0.00190863","     0.858718","   0.00316963","     0.994121"
