camera_id,roi_id,date,time,red,green,blue,gcc
"PiCam_014_20210820_20220724","4","2021-8-20","00:00:08","   0.00640970","     0.780477","    0.0196343","     0.967708"
"PiCam_014_20210820_20220724","4","2021-8-20","05:00:06","   0.00982530","     0.225661","   0.00708140","     0.930301"
"PiCam_014_20210820_20220724","4","2021-8-20","10:00:06","      84.5271","      80.0060","      58.3036","     0.359034"
"PiCam_014_20210820_20220724","4","2021-8-20","15:00:09","      143.044","      148.606","      133.346","     0.349665"
"PiCam_014_20210820_20220724","4","2021-8-20","20:00:09","      65.6103","      61.9075","      43.7509","     0.361464"
"PiCam_014_20210820_20220724","4","2021-8-21","00:00:07","   0.00327148","     0.899900","    0.0255844","     0.968931"
"PiCam_014_20210820_20220724","4","2021-8-21","05:00:05","    0.0353281","      1.27159","     0.307160","     0.787812"
"PiCam_014_20210820_20220724","4","2021-8-21","10:00:08","      59.3361","      60.2962","      45.3186","     0.365540"
"PiCam_014_20210820_20220724","4","2021-8-21","15:00:06","      116.894","      121.379","      106.888","     0.351660"
"PiCam_014_20210820_20220724","4","2021-8-21","20:00:04","      100.984","      86.3695","      55.2004","     0.356083"
"PiCam_014_20210820_20220724","4","2021-8-22","00:00:08","   0.00391870","    0.0282359","   0.00351622","     0.791568"
"PiCam_014_20210820_20220724","4","2021-8-22","05:00:06","    0.0203169","     0.637832","    0.0305501","     0.926141"
"PiCam_014_20210820_20220724","4","2021-8-22","10:00:06","      80.3671","      69.7892","      47.4904","     0.353101"
"PiCam_014_20210820_20220724","4","2021-8-22","15:00:04","      128.093","      108.132","      70.3203","     0.352745"
"PiCam_014_20210820_20220724","4","2021-8-23","05:00:07","     0.911434","     0.841098","     0.293805","     0.411026"
"PiCam_014_20210820_20220724","4","2021-8-23","10:00:06","      63.0102","      63.4413","      50.2955","     0.358938"
"PiCam_014_20210820_20220724","4","2021-8-23","15:00:08","      103.343","      103.827","      86.8553","     0.353123"
"PiCam_014_20210820_20220724","4","2021-8-23","20:00:06","      73.7968","      63.1552","      45.7613","     0.345652"
"PiCam_014_20210820_20220724","4","2021-8-24","00:00:04","   0.00392686","    0.0303706","   0.00283365","     0.817929"
"PiCam_014_20210820_20220724","4","2021-8-24","05:00:07","   0.00951801","     0.195130","   0.00658374","     0.923772"
"PiCam_014_20210820_20220724","4","2021-8-24","10:00:06","      93.4127","      80.0924","      52.0719","     0.355056"
"PiCam_014_20210820_20220724","4","2021-8-24","15:00:08","      115.025","      94.0908","      58.9586","     0.350988"
"PiCam_014_20210820_20220724","4","2021-8-24","20:00:07","      82.2090","      70.0743","      48.0347","     0.349816"
"PiCam_014_20210820_20220724","4","2021-8-25","00:00:07","   0.00332314","    0.0111714","   0.00375010","     0.612312"
"PiCam_014_20210820_20220724","4","2021-8-25","05:00:05","    0.0284371","    0.0326305","    0.0195364","     0.404825"
"PiCam_014_20210820_20220724","4","2021-8-25","10:00:04","      101.081","      82.7640","      54.1278","     0.347788"
"PiCam_014_20210820_20220724","4","2021-8-25","15:00:08","      131.144","      130.548","      114.354","     0.347159"
"PiCam_014_20210820_20220724","4","2021-8-25","20:00:07","      79.2478","      64.8877","      42.9199","     0.346890"
"PiCam_014_20210820_20220724","4","2021-8-26","00:00:06","   0.00436741","     0.849713","    0.0211980","     0.970792"
"PiCam_014_20210820_20220724","4","2021-8-26","05:00:05","   0.00349991","     0.950074","    0.0301395","     0.965804"
"PiCam_014_20210820_20220724","4","2021-8-26","10:00:04","      98.8769","      77.3578","      46.7205","     0.346966"
"PiCam_014_20210820_20220724","4","2021-8-26","15:00:08","      164.545","      165.265","      149.397","     0.344871"
"PiCam_014_20210820_20220724","4","2021-8-26","20:00:08","      107.728","      87.7054","      58.3399","     0.345606"
"PiCam_014_20210820_20220724","4","2021-8-27","00:00:07","   0.00312463","     0.884101","    0.0150249","     0.979884"
"PiCam_014_20210820_20220724","4","2021-8-27","05:00:05","     0.153876","     0.133298","    0.0212795","     0.432150"
"PiCam_014_20210820_20220724","4","2021-8-27","10:00:06","      74.7803","      71.4069","      57.5802","     0.350433"
"PiCam_014_20210820_20220724","4","2021-8-27","15:00:09","      143.961","      141.620","      126.008","     0.344080"
"PiCam_014_20210820_20220724","4","2021-8-27","20:00:08","      65.0722","      53.2341","      33.0886","     0.351624"
"PiCam_014_20210820_20220724","4","2021-8-28","00:00:06","   0.00503911","     0.872698","    0.0251602","     0.966553"
"PiCam_014_20210820_20220724","4","2021-8-28","05:00:05","   0.00442451","     0.917283","    0.0201972","     0.973860"
"PiCam_014_20210820_20220724","4","2021-8-28","10:00:08","      58.2680","      58.4844","      48.4472","     0.354023"
"PiCam_014_20210820_20220724","4","2021-8-28","15:00:07","      108.669","      106.907","      90.3744","     0.349427"
"PiCam_014_20210820_20220724","4","2021-8-28","20:00:05","      77.7537","      60.9293","      36.8929","     0.347025"
"PiCam_014_20210820_20220724","4","2021-8-29","00:00:08","    0.0287498","    0.0327447","    0.0163982","     0.420382"
"PiCam_014_20210820_20220724","4","2021-8-29","05:00:07","   0.00483243","     0.873315","    0.0138718","     0.979032"
"PiCam_014_20210820_20220724","4","2021-8-29","10:00:05","      84.2313","      66.1898","      41.7900","     0.344360"
"PiCam_014_20210820_20220724","4","2021-8-29","15:00:07","      67.2558","      61.6832","      52.1382","     0.340646"
"PiCam_014_20210820_20220724","4","2021-8-29","20:00:04","      86.7060","      65.0885","      44.3313","     0.331871"
"PiCam_014_20210820_20220724","4","2021-8-30","00:00:08","    0.0253179","    0.0292366","    0.0148535","     0.421228"
"PiCam_014_20210820_20220724","4","2021-8-30","05:00:07","   0.00873209","   0.00969205","    0.0123952","     0.314480"
"PiCam_014_20210820_20220724","4","2021-8-30","10:00:05","      100.634","      71.8379","      45.3943","     0.329733"
"PiCam_014_20210820_20220724","4","2021-8-30","15:00:09","      79.2501","      58.4936","      36.5942","     0.335518"
"PiCam_014_20210820_20220724","4","2021-8-30","20:00:06","      74.0177","      58.9494","      41.5523","     0.337781"
